EmpId,EmpShift,DeptId,Zone,DateTime,ToolScanTime,Img
EMP002,7:30,DEPT4,HQ,9/11/2023 7:35,0.47,HQ_20230911_EMP002
EMP018,7:30,DEPT4,HQ,9/11/2023 7:42,0.47,HQ_20230911_EMP018
EMP007,7:30,DEPT4,HQ,9/11/2023 7:46,0.47,HQ_20230911_EMP007
EMP008,7:30,DEPT4,HQ,9/11/2023 7:51,0.51,HQ_20230911_EMP008
EMP004,7:30,DEPT1,HQ,9/11/2023 7:44,0.46,HQ_20230911_EMP004
EMP020,7:30,DEPT4,HQ,9/11/2023 7:45,0.52,HQ_20230911_EMP020
EMP003,7:30,DEPT3,HQ,9/11/2023 7:48,0.45,HQ_20230911_EMP003
EMP026,7:30,DEPT1,HQ,9/11/2023 7:42,0.51,HQ_20230911_EMP026
EMP027,7:30,DEPT4,HQ,9/11/2023 7:56,0.51,HQ_20230911_EMP027
EMP012,7:30,DEPT4,HQ,9/11/2023 7:57,0.44,HQ_20230911_EMP012
EMP073,8:30,DEPT1,HQ,9/11/2023 8:23,0.42,HQ_20230911_EMP073
EMP092,8:30,DEPT4,HQ,9/11/2023 8:14,0.44,HQ_20230911_EMP092
EMP058,8:30,DEPT3,HQ,9/11/2023 8:22,0.5,HQ_20230911_EMP058
EMP074,8:30,DEPT4,HQ,9/11/2023 8:22,0.46,HQ_20230911_EMP074
EMP060,8:30,DEPT4,HQ,9/11/2023 8:13,0.46,HQ_20230911_EMP060
EMP079,8:30,DEPT4,HQ,9/11/2023 8:22,0.38,HQ_20230911_EMP079
EMP050,8:30,DEPT3,HQ,9/11/2023 8:30,0.41,HQ_20230911_EMP050
EMP108,8:30,DEPT4,HQ,9/11/2023 8:28,0.47,HQ_20230911_EMP108
EMP065,8:30,DEPT3,HQ,9/11/2023 8:26,0.52,HQ_20230911_EMP065
EMP112,8:30,DEPT2,HQ,9/11/2023 8:24,0.48,HQ_20230911_EMP112
EMP134,8:30,DEPT3,HQ,9/11/2023 8:26,0.42,HQ_20230911_EMP134
EMP099,8:30,DEPT3,HQ,9/11/2023 8:18,0.51,HQ_20230911_EMP099
EMP075,8:30,DEPT4,HQ,9/11/2023 8:28,0.44,HQ_20230911_EMP075
EMP056,8:30,DEPT2,HQ,9/11/2023 8:30,0.47,HQ_20230911_EMP056
EMP044,8:30,DEPT3,HQ,9/11/2023 8:23,0.48,HQ_20230911_EMP044
EMP070,8:30,DEPT2,HQ,9/11/2023 8:25,0.47,HQ_20230911_EMP070
EMP055,8:30,DEPT2,HQ,9/11/2023 8:21,0.47,HQ_20230911_EMP055
EMP129,8:30,DEPT1,HQ,9/11/2023 8:25,0.47,HQ_20230911_EMP129
EMP053,8:30,DEPT4,HQ,9/11/2023 8:22,0.51,HQ_20230911_EMP053
EMP090,8:30,DEPT4,HQ,9/11/2023 8:32,0.46,HQ_20230911_EMP090
EMP097,8:30,DEPT1,HQ,9/11/2023 8:24,0.42,HQ_20230911_EMP097
EMP096,8:30,DEPT4,HQ,9/11/2023 8:24,0.5,HQ_20230911_EMP096
EMP067,8:30,DEPT3,HQ,9/11/2023 8:23,0.44,HQ_20230911_EMP067
EMP034,8:30,DEPT3,HQ,9/11/2023 8:31,0.42,HQ_20230911_EMP034
EMP113,8:30,DEPT4,HQ,9/11/2023 8:36,0.44,HQ_20230911_EMP113
EMP136,8:30,DEPT4,HQ,9/11/2023 8:34,0.5,HQ_20230911_EMP136
EMP062,8:30,DEPT4,HQ,9/11/2023 8:37,0.46,HQ_20230911_EMP062
EMP059,8:30,DEPT4,HQ,9/11/2023 8:29,0.46,HQ_20230911_EMP059
EMP120,8:30,DEPT3,HQ,9/11/2023 8:33,0.38,HQ_20230911_EMP120
EMP118,8:30,DEPT4,HQ,9/11/2023 8:26,0.41,HQ_20230911_EMP118
EMP081,8:30,DEPT3,HQ,9/11/2023 8:24,0.47,HQ_20230911_EMP081
EMP111,8:30,DEPT4,HQ,9/11/2023 8:35,0.52,HQ_20230911_EMP111
EMP098,8:30,DEPT4,HQ,9/11/2023 8:34,0.48,HQ_20230911_EMP098
EMP121,8:30,DEPT4,HQ,9/11/2023 8:29,0.42,HQ_20230911_EMP121
EMP115,8:30,DEPT3,HQ,9/11/2023 8:35,0.51,HQ_20230911_EMP115
EMP057,8:30,DEPT3,HQ,9/11/2023 8:27,0.44,HQ_20230911_EMP057
EMP046,8:30,DEPT3,HQ,9/11/2023 8:36,0.47,HQ_20230911_EMP046
EMP128,8:30,DEPT4,HQ,9/11/2023 8:36,0.48,HQ_20230911_EMP128
EMP052,8:30,DEPT4,HQ,9/11/2023 8:27,0.47,HQ_20230911_EMP052
EMP076,8:30,DEPT2,HQ,9/11/2023 8:34,0.47,HQ_20230911_EMP076
EMP080,8:30,DEPT4,HQ,9/11/2023 8:37,0.47,HQ_20230911_EMP080
EMP131,8:30,DEPT3,HQ,9/11/2023 8:30,0.51,HQ_20230911_EMP131
EMP068,8:30,DEPT3,HQ,9/11/2023 8:31,0.46,HQ_20230911_EMP068
EMP106,8:30,DEPT3,HQ,9/11/2023 8:41,0.52,HQ_20230911_EMP106
EMP107,8:30,DEPT3,HQ,9/11/2023 8:28,0.45,HQ_20230911_EMP107
EMP110,8:30,DEPT2,HQ,9/11/2023 8:42,0.51,HQ_20230911_EMP110
EMP041,8:30,DEPT4,HQ,9/11/2023 8:30,0.51,HQ_20230911_EMP041
EMP037,8:30,DEPT4,HQ,9/11/2023 8:42,0.44,HQ_20230911_EMP037
EMP087,8:30,DEPT4,HQ,9/11/2023 8:38,0.42,HQ_20230911_EMP087
EMP038,8:30,DEPT4,HQ,9/11/2023 8:29,0.44,HQ_20230911_EMP038
EMP064,8:30,DEPT3,HQ,9/11/2023 8:33,0.5,HQ_20230911_EMP064
EMP091,8:30,DEPT4,HQ,9/11/2023 8:28,0.44,HQ_20230911_EMP091
EMP036,8:30,DEPT4,HQ,9/11/2023 8:29,0.42,HQ_20230911_EMP036
EMP048,8:30,DEPT4,HQ,9/11/2023 8:28,0.44,HQ_20230911_EMP048
EMP061,8:30,DEPT4,HQ,9/11/2023 8:35,0.5,HQ_20230911_EMP061
EMP040,8:30,DEPT4,HQ,9/11/2023 8:31,0.46,HQ_20230911_EMP040
EMP124,8:30,DEPT4,HQ,9/11/2023 8:41,0.46,HQ_20230911_EMP124
EMP102,8:30,DEPT4,HQ,9/11/2023 8:36,0.38,HQ_20230911_EMP102
EMP100,8:30,DEPT1,HQ,9/11/2023 8:39,0.41,HQ_20230911_EMP100
EMP047,8:30,DEPT4,HQ,9/11/2023 8:31,0.47,HQ_20230911_EMP047
EMP094,8:30,DEPT3,HQ,9/11/2023 8:31,0.52,HQ_20230911_EMP094
EMP104,8:30,DEPT4,HQ,9/11/2023 8:32,0.48,HQ_20230911_EMP104
EMP051,8:30,DEPT3,HQ,9/11/2023 8:41,0.42,HQ_20230911_EMP051
EMP109,8:30,DEPT3,HQ,9/11/2023 8:46,0.51,HQ_20230911_EMP109
EMP085,8:30,DEPT2,HQ,9/11/2023 8:47,0.44,HQ_20230911_EMP085
EMP066,8:30,DEPT1,HQ,9/11/2023 8:39,0.47,HQ_20230911_EMP066
EMP043,8:30,DEPT4,HQ,9/11/2023 8:46,0.48,HQ_20230911_EMP043
EMP114,8:30,DEPT4,HQ,9/11/2023 8:44,0.47,HQ_20230911_EMP114
EMP101,8:30,DEPT1,HQ,9/11/2023 8:33,0.47,HQ_20230911_EMP101
EMP093,8:30,DEPT4,HQ,9/11/2023 8:35,0.47,HQ_20230911_EMP093
EMP077,8:30,DEPT4,HQ,9/11/2023 8:39,0.51,HQ_20230911_EMP077
EMP103,8:30,DEPT4,HQ,9/11/2023 8:48,0.46,HQ_20230911_EMP103
EMP086,8:30,DEPT3,HQ,9/11/2023 8:39,0.42,HQ_20230911_EMP086
EMP130,8:30,DEPT4,HQ,9/11/2023 8:39,0.5,HQ_20230911_EMP130
EMP045,8:30,DEPT4,HQ,9/11/2023 8:43,0.44,HQ_20230911_EMP045
EMP035,8:30,DEPT2,HQ,9/11/2023 8:48,0.42,HQ_20230911_EMP035
EMP069,8:30,DEPT4,HQ,9/11/2023 8:38,0.44,HQ_20230911_EMP069
EMP132,8:30,DEPT2,HQ,9/11/2023 8:49,0.5,HQ_20230911_EMP132
EMP078,8:30,DEPT4,HQ,9/11/2023 8:47,0.46,HQ_20230911_EMP078
EMP123,8:30,DEPT4,HQ,9/11/2023 8:48,0.46,HQ_20230911_EMP123
EMP063,8:30,DEPT3,HQ,9/11/2023 8:38,0.38,HQ_20230911_EMP063
EMP135,8:30,DEPT1,HQ,9/11/2023 8:46,0.41,HQ_20230911_EMP135
EMP083,8:30,DEPT3,HQ,9/11/2023 8:49,0.47,HQ_20230911_EMP083
EMP054,8:30,DEPT4,HQ,9/11/2023 8:49,0.52,HQ_20230911_EMP054
EMP116,8:30,DEPT4,HQ,9/11/2023 8:38,0.48,HQ_20230911_EMP116
EMP072,8:30,DEPT2,HQ,9/11/2023 8:44,0.47,HQ_20230911_EMP072
EMP089,8:30,DEPT4,HQ,9/11/2023 8:48,0.52,HQ_20230911_EMP089
EMP033,8:30,DEPT4,HQ,9/11/2023 8:48,0.48,HQ_20230911_EMP033
EMP127,8:30,DEPT3,HQ,9/11/2023 8:43,0.42,HQ_20230911_EMP127
EMP133,8:30,DEPT2,HQ,9/11/2023 8:39,0.51,HQ_20230911_EMP133
EMP088,8:30,DEPT1,HQ,9/11/2023 8:50,0.44,HQ_20230911_EMP088
EMP122,8:30,DEPT4,HQ,9/11/2023 8:55,0.47,HQ_20230911_EMP122
EMP049,8:30,DEPT1,HQ,9/11/2023 8:43,0.48,HQ_20230911_EMP049
EMP117,8:30,DEPT3,HQ,9/11/2023 8:40,0.47,HQ_20230911_EMP117
EMP125,8:30,DEPT3,HQ,9/11/2023 8:51,0.47,HQ_20230911_EMP125
EMP084,8:30,DEPT4,HQ,9/11/2023 8:54,0.47,HQ_20230911_EMP084
EMP039,8:30,DEPT3,HQ,9/11/2023 8:56,0.51,HQ_20230911_EMP039
EMP126,8:30,DEPT4,HQ,9/11/2023 8:54,0.46,HQ_20230911_EMP126
EMP095,8:30,DEPT4,HQ,9/11/2023 8:44,0.42,HQ_20230911_EMP095
EMP071,8:30,DEPT4,HQ,9/11/2023 8:47,0.5,HQ_20230911_EMP071
EMP119,8:30,DEPT4,HQ,9/11/2023 8:43,0.44,HQ_20230911_EMP119
EMP105,8:30,DEPT4,HQ,9/11/2023 8:50,0.42,HQ_20230911_EMP105
EMP042,8:30,DEPT1,HQ,9/11/2023 8:46,0.44,HQ_20230911_EMP042
EMP082,8:30,DEPT3,HQ,9/11/2023 8:55,0.5,HQ_20230911_EMP082
EMP185,9:30,DEPT1,HQ,9/11/2023 9:22,0.42,HQ_20230911_EMP185
EMP149,9:30,DEPT1,HQ,9/11/2023 9:24,0.5,HQ_20230911_EMP149
EMP148,9:30,DEPT4,HQ,9/11/2023 9:19,0.44,HQ_20230911_EMP148
EMP168,9:30,DEPT3,HQ,9/11/2023 9:24,0.42,HQ_20230911_EMP168
EMP155,9:30,DEPT4,HQ,9/11/2023 9:29,0.44,HQ_20230911_EMP155
EMP145,9:30,DEPT2,HQ,9/11/2023 9:22,0.5,HQ_20230911_EMP145
EMP199,9:30,DEPT1,HQ,9/11/2023 9:24,0.46,HQ_20230911_EMP199
EMP194,9:30,DEPT1,HQ,9/11/2023 9:24,0.46,HQ_20230911_EMP194
EMP183,9:30,DEPT3,HQ,9/11/2023 9:31,0.38,HQ_20230911_EMP183
EMP186,9:30,DEPT3,HQ,9/11/2023 9:24,0.41,HQ_20230911_EMP186
EMP179,9:30,DEPT4,HQ,9/11/2023 9:25,0.47,HQ_20230911_EMP179
EMP200,9:30,DEPT4,HQ,9/11/2023 9:34,0.52,HQ_20230911_EMP200
EMP159,9:30,DEPT2,HQ,9/11/2023 9:26,0.48,HQ_20230911_EMP159
EMP151,9:30,DEPT3,HQ,9/11/2023 9:35,0.47,HQ_20230911_EMP151
EMP176,9:30,DEPT1,HQ,9/11/2023 9:30,0.52,HQ_20230911_EMP176
EMP162,9:30,DEPT2,HQ,9/11/2023 9:37,0.48,HQ_20230911_EMP162
EMP188,9:30,DEPT3,HQ,9/11/2023 9:23,0.42,HQ_20230911_EMP188
EMP143,9:30,DEPT4,HQ,9/11/2023 9:23,0.48,HQ_20230911_EMP143
EMP181,9:30,DEPT4,HQ,9/11/2023 9:34,0.47,HQ_20230911_EMP181
EMP163,9:30,DEPT3,HQ,9/11/2023 9:36,0.52,HQ_20230911_EMP163
EMP175,9:30,DEPT2,HQ,9/11/2023 9:37,0.48,HQ_20230911_EMP175
EMP197,9:30,DEPT4,HQ,9/11/2023 9:34,0.42,HQ_20230911_EMP197
EMP170,9:30,DEPT3,HQ,9/11/2023 9:27,0.51,HQ_20230911_EMP170
EMP140,9:30,DEPT2,HQ,9/11/2023 9:38,0.44,HQ_20230911_EMP140
EMP190,9:30,DEPT3,HQ,9/11/2023 9:28,0.47,HQ_20230911_EMP190
EMP193,9:30,DEPT3,HQ,9/11/2023 9:32,0.48,HQ_20230911_EMP193
EMP150,9:30,DEPT4,HQ,9/11/2023 9:29,0.47,HQ_20230911_EMP150
EMP184,9:30,DEPT4,HQ,9/11/2023 9:35,0.47,HQ_20230911_EMP184
EMP156,9:30,DEPT4,HQ,9/11/2023 9:30,0.47,HQ_20230911_EMP156
EMP182,9:30,DEPT1,HQ,9/11/2023 9:31,0.47,HQ_20230911_EMP182
EMP178,9:30,DEPT4,HQ,9/11/2023 9:44,0.47,HQ_20230911_EMP178
EMP192,9:30,DEPT3,HQ,9/11/2023 9:43,0.51,HQ_20230911_EMP192
EMP152,9:30,DEPT1,HQ,9/11/2023 9:35,0.46,HQ_20230911_EMP152
EMP171,9:30,DEPT4,HQ,9/11/2023 9:40,0.52,HQ_20230911_EMP171
EMP164,9:30,DEPT4,HQ,9/11/2023 9:38,0.45,HQ_20230911_EMP164
EMP144,9:30,DEPT4,HQ,9/11/2023 9:32,0.51,HQ_20230911_EMP144
EMP191,9:30,DEPT2,HQ,9/11/2023 9:31,0.51,HQ_20230911_EMP191
EMP139,9:30,DEPT4,HQ,9/11/2023 9:44,0.44,HQ_20230911_EMP139
EMP167,9:30,DEPT2,HQ,9/11/2023 9:45,0.42,HQ_20230911_EMP167
EMP158,9:30,DEPT4,HQ,9/11/2023 9:41,0.44,HQ_20230911_EMP158
EMP160,9:30,DEPT3,HQ,9/11/2023 9:35,0.5,HQ_20230911_EMP160
EMP174,9:30,DEPT4,HQ,9/11/2023 9:45,0.44,HQ_20230911_EMP174
EMP154,9:30,DEPT2,HQ,9/11/2023 9:42,0.42,HQ_20230911_EMP154
EMP157,9:30,DEPT2,HQ,9/11/2023 9:36,0.44,HQ_20230911_EMP157
EMP173,9:30,DEPT4,HQ,9/11/2023 9:43,0.5,HQ_20230911_EMP173
EMP198,9:30,DEPT4,HQ,9/11/2023 9:38,0.46,HQ_20230911_EMP198
EMP187,9:30,DEPT4,HQ,9/11/2023 9:49,0.46,HQ_20230911_EMP187
EMP142,9:30,DEPT3,HQ,9/11/2023 9:48,0.38,HQ_20230911_EMP142
EMP166,9:30,DEPT4,HQ,9/11/2023 9:39,0.41,HQ_20230911_EMP166
EMP189,9:30,DEPT4,HQ,9/11/2023 9:45,0.47,HQ_20230911_EMP189
EMP147,9:30,DEPT4,HQ,9/11/2023 9:49,0.52,HQ_20230911_EMP147
EMP180,9:30,DEPT4,HQ,9/11/2023 9:39,0.48,HQ_20230911_EMP180
EMP196,9:30,DEPT1,HQ,9/11/2023 9:44,0.42,HQ_20230911_EMP196
EMP141,9:30,DEPT1,HQ,9/11/2023 9:40,0.51,HQ_20230911_EMP141
EMP137,9:30,DEPT4,HQ,9/11/2023 9:50,0.44,HQ_20230911_EMP137
EMP177,9:30,DEPT4,HQ,9/11/2023 9:52,0.47,HQ_20230911_EMP177
EMP195,9:30,DEPT4,HQ,9/11/2023 9:54,0.48,HQ_20230911_EMP195
EMP169,9:30,DEPT4,HQ,9/11/2023 9:54,0.47,HQ_20230911_EMP169
EMP153,9:30,DEPT3,HQ,9/11/2023 9:50,0.47,HQ_20230911_EMP153
EMP146,9:30,DEPT4,HQ,9/11/2023 9:54,0.47,HQ_20230911_EMP146
EMP161,9:30,DEPT4,HQ,9/11/2023 9:53,0.51,HQ_20230911_EMP161
EMP165,9:30,DEPT4,HQ,9/11/2023 9:51,0.46,HQ_20230911_EMP165
EMP172,9:30,DEPT3,HQ,9/11/2023 9:56,0.42,HQ_20230911_EMP172
EMP138,9:30,DEPT1,HQ,9/11/2023 10:00,0.5,HQ_20230911_EMP138
EMP017,7:30,DEPT4,HQ,9/12/2023 7:13,0.52,HQ_20230912_EMP017
EMP030,7:30,DEPT3,HQ,9/12/2023 7:25,0.46,HQ_20230912_EMP030
EMP018,7:30,DEPT4,HQ,9/12/2023 7:28,0.42,HQ_20230912_EMP018
EMP008,7:30,DEPT4,HQ,9/12/2023 7:26,0.48,HQ_20230912_EMP008
EMP006,7:30,DEPT4,HQ,9/12/2023 7:31,0.41,HQ_20230912_EMP006
EMP032,7:30,DEPT4,HQ,9/12/2023 7:37,0.49,HQ_20230912_EMP032
EMP002,7:30,DEPT4,HQ,9/12/2023 7:36,0.43,HQ_20230912_EMP002
EMP021,7:30,DEPT4,HQ,9/12/2023 7:32,0.51,HQ_20230912_EMP021
EMP019,7:30,DEPT2,HQ,9/12/2023 7:25,0.44,HQ_20230912_EMP019
EMP003,7:30,DEPT3,HQ,9/12/2023 7:40,0.46,HQ_20230912_EMP003
EMP014,7:30,DEPT4,HQ,9/12/2023 7:26,0.46,HQ_20230912_EMP014
EMP013,7:30,DEPT3,HQ,9/12/2023 7:29,0.46,HQ_20230912_EMP013
EMP022,7:30,DEPT4,HQ,9/12/2023 7:40,0.45,HQ_20230912_EMP022
EMP026,7:30,DEPT1,HQ,9/12/2023 7:32,0.41,HQ_20230912_EMP026
EMP012,7:30,DEPT4,HQ,9/12/2023 7:39,0.45,HQ_20230912_EMP012
EMP027,7:30,DEPT4,HQ,9/12/2023 7:30,0.4,HQ_20230912_EMP027
EMP009,7:30,DEPT3,HQ,9/12/2023 7:31,0.51,HQ_20230912_EMP009
EMP015,7:30,DEPT4,HQ,9/12/2023 7:43,0.43,HQ_20230912_EMP015
EMP011,7:30,DEPT3,HQ,9/12/2023 7:44,0.51,HQ_20230912_EMP011
EMP005,7:30,DEPT3,HQ,9/12/2023 7:36,0.45,HQ_20230912_EMP005
EMP004,7:30,DEPT1,HQ,9/12/2023 7:37,0.5,HQ_20230912_EMP004
EMP028,7:30,DEPT2,HQ,9/12/2023 7:34,0.44,HQ_20230912_EMP028
EMP024,7:30,DEPT1,HQ,9/12/2023 7:42,0.41,HQ_20230912_EMP024
EMP029,7:30,DEPT2,HQ,9/12/2023 7:36,0.42,HQ_20230912_EMP029
EMP016,7:30,DEPT4,HQ,9/12/2023 7:43,0.43,HQ_20230912_EMP016
EMP023,7:30,DEPT4,HQ,9/12/2023 7:43,0.46,HQ_20230912_EMP023
EMP010,7:30,DEPT4,HQ,9/12/2023 7:54,0.5,HQ_20230912_EMP010
EMP025,7:30,DEPT2,HQ,9/12/2023 7:58,0.48,HQ_20230912_EMP025
EMP001,7:30,DEPT4,HQ,9/12/2023 7:52,0.43,HQ_20230912_EMP001
EMP007,7:30,DEPT4,HQ,9/12/2023 7:59,0.44,HQ_20230912_EMP007
EMP031,7:30,DEPT3,HQ,9/12/2023 7:54,0.45,HQ_20230912_EMP031
EMP020,7:30,DEPT4,HQ,9/12/2023 8:00,0.48,HQ_20230912_EMP020
EMP123,8:30,DEPT4,HQ,9/12/2023 8:18,0.42,HQ_20230912_EMP123
EMP097,8:30,DEPT1,HQ,9/12/2023 8:21,0.55,HQ_20230912_EMP097
EMP071,8:30,DEPT4,HQ,9/12/2023 8:21,0.53,HQ_20230912_EMP071
EMP073,8:30,DEPT1,HQ,9/12/2023 8:19,0.46,HQ_20230912_EMP073
EMP082,8:30,DEPT3,HQ,9/12/2023 8:18,0.51,HQ_20230912_EMP082
EMP045,8:30,DEPT4,HQ,9/12/2023 8:19,0.44,HQ_20230912_EMP045
EMP086,8:30,DEPT3,HQ,9/12/2023 8:23,0.46,HQ_20230912_EMP086
EMP047,8:30,DEPT4,HQ,9/12/2023 8:16,0.46,HQ_20230912_EMP047
EMP107,8:30,DEPT3,HQ,9/12/2023 8:31,0.46,HQ_20230912_EMP107
EMP053,8:30,DEPT4,HQ,9/12/2023 8:24,0.45,HQ_20230912_EMP053
EMP125,8:30,DEPT3,HQ,9/12/2023 8:26,0.41,HQ_20230912_EMP125
EMP134,8:30,DEPT3,HQ,9/12/2023 8:25,0.45,HQ_20230912_EMP134
EMP055,8:30,DEPT2,HQ,9/12/2023 8:30,0.4,HQ_20230912_EMP055
EMP059,8:30,DEPT4,HQ,9/12/2023 8:27,0.51,HQ_20230912_EMP059
EMP081,8:30,DEPT3,HQ,9/12/2023 8:24,0.43,HQ_20230912_EMP081
EMP093,8:30,DEPT4,HQ,9/12/2023 8:24,0.51,HQ_20230912_EMP093
EMP063,8:30,DEPT3,HQ,9/12/2023 8:30,0.45,HQ_20230912_EMP063
EMP088,8:30,DEPT1,HQ,9/12/2023 8:30,0.5,HQ_20230912_EMP088
EMP074,8:30,DEPT4,HQ,9/12/2023 8:26,0.44,HQ_20230912_EMP074
EMP124,8:30,DEPT4,HQ,9/12/2023 8:20,0.41,HQ_20230912_EMP124
EMP035,8:30,DEPT2,HQ,9/12/2023 8:29,0.42,HQ_20230912_EMP035
EMP041,8:30,DEPT4,HQ,9/12/2023 8:29,0.43,HQ_20230912_EMP041
EMP114,8:30,DEPT4,HQ,9/12/2023 8:30,0.46,HQ_20230912_EMP114
EMP057,8:30,DEPT3,HQ,9/12/2023 8:30,0.5,HQ_20230912_EMP057
EMP106,8:30,DEPT3,HQ,9/12/2023 8:35,0.48,HQ_20230912_EMP106
EMP066,8:30,DEPT1,HQ,9/12/2023 8:25,0.43,HQ_20230912_EMP066
EMP060,8:30,DEPT4,HQ,9/12/2023 8:31,0.44,HQ_20230912_EMP060
EMP122,8:30,DEPT4,HQ,9/12/2023 8:34,0.45,HQ_20230912_EMP122
EMP080,8:30,DEPT4,HQ,9/12/2023 8:26,0.48,HQ_20230912_EMP080
EMP133,8:30,DEPT2,HQ,9/12/2023 8:30,0.42,HQ_20230912_EMP133
EMP091,8:30,DEPT4,HQ,9/12/2023 8:28,0.55,HQ_20230912_EMP091
EMP076,8:30,DEPT2,HQ,9/12/2023 8:35,0.53,HQ_20230912_EMP076
EMP040,8:30,DEPT4,HQ,9/12/2023 8:35,0.46,HQ_20230912_EMP040
EMP043,8:30,DEPT4,HQ,9/12/2023 8:30,0.51,HQ_20230912_EMP043
EMP109,8:30,DEPT3,HQ,9/12/2023 8:24,0.44,HQ_20230912_EMP109
EMP115,8:30,DEPT3,HQ,9/12/2023 8:26,0.46,HQ_20230912_EMP115
EMP104,8:30,DEPT4,HQ,9/12/2023 8:29,0.46,HQ_20230912_EMP104
EMP075,8:30,DEPT4,HQ,9/12/2023 8:34,0.46,HQ_20230912_EMP075
EMP051,8:30,DEPT3,HQ,9/12/2023 8:31,0.45,HQ_20230912_EMP051
EMP049,8:30,DEPT1,HQ,9/12/2023 8:29,0.41,HQ_20230912_EMP049
EMP120,8:30,DEPT3,HQ,9/12/2023 8:32,0.45,HQ_20230912_EMP120
EMP067,8:30,DEPT3,HQ,9/12/2023 8:26,0.4,HQ_20230912_EMP067
EMP132,8:30,DEPT2,HQ,9/12/2023 8:28,0.51,HQ_20230912_EMP132
EMP099,8:30,DEPT3,HQ,9/12/2023 8:26,0.43,HQ_20230912_EMP099
EMP058,8:30,DEPT3,HQ,9/12/2023 8:32,0.51,HQ_20230912_EMP058
EMP116,8:30,DEPT4,HQ,9/12/2023 8:32,0.45,HQ_20230912_EMP116
EMP087,8:30,DEPT4,HQ,9/12/2023 8:30,0.5,HQ_20230912_EMP087
EMP121,8:30,DEPT4,HQ,9/12/2023 8:34,0.44,HQ_20230912_EMP121
EMP084,8:30,DEPT4,HQ,9/12/2023 8:41,0.41,HQ_20230912_EMP084
EMP110,8:30,DEPT2,HQ,9/12/2023 8:38,0.42,HQ_20230912_EMP110
EMP034,8:30,DEPT3,HQ,9/12/2023 8:41,0.43,HQ_20230912_EMP034
EMP044,8:30,DEPT3,HQ,9/12/2023 8:41,0.46,HQ_20230912_EMP044
EMP113,8:30,DEPT4,HQ,9/12/2023 8:29,0.5,HQ_20230912_EMP113
EMP098,8:30,DEPT4,HQ,9/12/2023 8:37,0.48,HQ_20230912_EMP098
EMP039,8:30,DEPT3,HQ,9/12/2023 8:43,0.43,HQ_20230912_EMP039
EMP033,8:30,DEPT4,HQ,9/12/2023 8:40,0.44,HQ_20230912_EMP033
EMP127,8:30,DEPT3,HQ,9/12/2023 8:41,0.45,HQ_20230912_EMP127
EMP069,8:30,DEPT4,HQ,9/12/2023 8:45,0.48,HQ_20230912_EMP069
EMP111,8:30,DEPT4,HQ,9/12/2023 8:39,0.42,HQ_20230912_EMP111
EMP131,8:30,DEPT3,HQ,9/12/2023 8:37,0.55,HQ_20230912_EMP131
EMP108,8:30,DEPT4,HQ,9/12/2023 8:33,0.53,HQ_20230912_EMP108
EMP037,8:30,DEPT4,HQ,9/12/2023 8:43,0.46,HQ_20230912_EMP037
EMP095,8:30,DEPT4,HQ,9/12/2023 8:46,0.51,HQ_20230912_EMP095
EMP096,8:30,DEPT4,HQ,9/12/2023 8:41,0.44,HQ_20230912_EMP096
